chr11 H3k4me2
chr11 H3k4me3
chr11 H3k79me2
chr11 H3k9ac
chr11 H3k9me3
chr11 H4k20me1
chr11 InputV2
chr11 Nsome
chr11 OpenChromDnaseV2
chr11 Pol2RawData
chr12 Control
chr12 Ctcf
chr12 H2az
chr12 H3k27ac
chr12 H3k27me3
chr12 H3k36me3
chr12 H3k4me1
chr12 H3k4me2
chr12 H3k4me3
chr12 H3k79me2
chr12 H3k9ac
chr12 H3k9me3
chr12 H4k20me1
chr12 InputV2
chr12 Nsome
chr12 OpenChromDnaseV2
chr12 Pol2RawData
chr13 Control
chr13 Ctcf
chr13 H2az
chr13 H3k27ac
chr13 H3k27me3
chr13 H3k36me3
chr13 H3k4me1
chr13 H3k4me2
chr13 H3k4me3
chr13 H3k79me2
chr13 H3k9ac
chr13 H3k9me3
chr13 H4k20me1
chr13 InputV2
chr13 Nsome
chr13 OpenChromDnaseV2
chr13 Pol2RawData
chr14 Control
chr14 Ctcf
chr14 H2az
chr14 H3k27ac
chr14 H3k27me3
chr14 H3k36me3
chr14 H3k4me1
chr14 H3k4me2
chr14 H3k4me3
chr14 H3k79me2
chr14 H3k9ac
chr14 H3k9me3
chr14 H4k20me1
chr14 InputV2
chr14 Nsome
chr14 OpenChromDnaseV2
chr14 Pol2RawData
chr15 Control
chr15 Ctcf
chr15 H2az
chr15 H3k27ac
chr15 H3k27me3
chr15 H3k36me3
chr15 H3k4me1
chr15 H3k4me2
chr15 H3k4me3
chr15 H3k79me2
chr15 H3k9ac
chr15 H3k9me3
chr15 H4k20me1
chr15 InputV2
chr15 Nsome
chr15 OpenChromDnaseV2
chr15 Pol2RawData
chr16 Control
chr16 Ctcf
chr16 H2az
chr16 H3k27ac
chr16 H3k27me3
chr16 H3k36me3
chr16 H3k4me1
chr16 H3k4me2
chr16 H3k4me3
chr16 H3k79me2
chr16 H3k9ac
chr16 H3k9me3
chr16 H4k20me1
chr16 InputV2
chr16 Nsome
chr16 OpenChromDnaseV2
chr16 Pol2RawData
chr17 Control
chr17 Ctcf
chr17 H2az
chr17 H3k27ac
chr17 H3k27me3
chr17 H3k36me3
chr17 H3k4me1
chr17 H3k4me2
chr17 H3k4me3
chr17 H3k79me2
chr17 H3k9ac
chr17 H3k9me3
chr17 H4k20me1
chr17 InputV2
chr17 Nsome
chr17 OpenChromDnaseV2
chr17 Pol2RawData
chr18 Control
chr18 Ctcf
chr18 H2az
chr18 H3k27ac
chr18 H3k27me3
chr18 H3k36me3
chr18 H3k4me1
chr18 H3k4me2
chr18 H3k4me3
chr18 H3k79me2
chr18 H3k9ac
chr18 H3k9me3
chr18 H4k20me1
chr18 InputV2
chr18 Nsome
chr18 OpenChromDnaseV2
chr18 Pol2RawData
chr19 Control
chr19 Ctcf
chr19 H2az
chr19 H3k27ac
chr19 H3k27me3
chr19 H3k36me3
chr19 H3k4me1
chr19 H3k4me2
chr19 H3k4me3
chr19 H3k79me2
chr19 H3k9ac
chr19 H3k9me3
chr19 H4k20me1
chr19 InputV2
chr19 Nsome
chr19 OpenChromDnaseV2
chr19 Pol2RawData
chr20 Control
chr20 Ctcf
chr20 H2az
chr20 H3k27ac
chr20 H3k27me3
chr20 H3k36me3
chr20 H3k4me1
chr20 H3k4me2
chr20 H3k4me3
chr20 H3k79me2
chr20 H3k9ac
chr20 H3k9me3
chr20 H4k20me1
chr20 InputV2
chr20 Nsome
chr20 OpenChromDnaseV2
chr20 Pol2RawData
chr21 Control
chr21 Ctcf
chr21 H2az
chr21 H3k27ac
chr21 H3k27me3
chr21 H3k36me3
chr21 H3k4me1
chr21 H3k4me2
chr21 H3k4me3
chr21 H3k79me2
chr21 H3k9ac
chr21 H3k9me3
chr21 H4k20me1
chr21 InputV2
chr21 Nsome
chr21 OpenChromDnaseV2
chr21 Pol2RawData
chr22 Control
chr22 Ctcf
chr22 H2az
chr22 H3k27ac
chr22 H3k27me3
chr22 H3k36me3
chr22 H3k4me1
chr22 H3k4me2
chr22 H3k4me3
chr22 H3k79me2
chr22 H3k9ac
chr22 H3k9me3
chr22 H4k20me1
chr22 InputV2
chr22 Nsome
chr22 OpenChromDnaseV2
chr22 Pol2RawData
chrX Control
chrX Ctcf
chrX H2az
chrX H3k27ac
chrX H3k27me3
chrX H3k36me3
chrX H3k4me1
chrX H3k4me2
chrX H3k4me3
chrX H3k79me2
chrX H3k9ac
chrX H3k9me3
chrX H4k20me1
chrX InputV2
chrX Nsome
chrX OpenChromDnaseV2
chrX Pol2RawData
